Country,Season,Admininstrative unit,Agro-ecological zone,Animal category,Parameter,Value,Source,Comments,,,
Ethiopia,Wet,,Lowland,Adult male,Live weight,339.8,ILRI 2018,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
