"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item"
"722","106002",91.47,NA,NA,NA,3.12,96.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"723","106003",90.81,NA,NA,NA,1.96,96.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"724","106004",91.47,NA,NA,NA,9.05,81.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"725","106005",91.37,NA,NA,NA,3.41,90.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"726","106006",91,NA,NA,NA,3.33,97.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"727","106007",90.25,NA,NA,NA,1.58,96.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"728","106008",91.35,NA,NA,NA,8.19,82.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"729","106009",91.49,NA,NA,NA,2.72,91.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"730","106010",91.35,NA,NA,NA,2.73,96.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"731","106011",91.6,NA,NA,NA,5.45,94.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"732","106012",91.33,NA,NA,NA,12.68,81.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"733","106013",91.47,NA,NA,NA,5.83,89.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"734","106014",90.85,NA,NA,NA,4.89,97.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"735","106015",91.75,NA,NA,NA,3.97,94.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"736","106016",91.97,NA,NA,NA,12.2,83.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"737","106017",91.75,NA,NA,NA,5.23,89.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"738","106018",90.29,NA,NA,NA,4.53,97.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"739","106019",91.52,NA,NA,NA,3.9,95.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"740","106020",91.46,NA,NA,NA,13.45,84.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"741","106021",91.73,NA,NA,NA,5.23,91.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"742","106022",90.95,NA,NA,NA,4.7,97.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"743","106023",92.25,NA,NA,NA,5.2,93.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"744","106024",92.46,NA,NA,NA,14.05,81.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"745","106025",92.16,NA,NA,NA,4.95,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"746","106026",92.14,NA,NA,NA,3.68,97.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"747","106027",91.43,NA,NA,NA,6.64,94.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"748","106028",91.67,NA,NA,NA,12.19,79.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"749","106029",91.75,NA,NA,NA,5.44,89.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"750","106030",91.4,NA,NA,NA,4.29,96.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"751","106031",91.44,NA,NA,NA,3.68,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"752","106032",91.2,NA,NA,NA,11.92,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"753","106033",91.1,NA,NA,NA,5.67,88.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"754","106034",91.37,NA,NA,NA,3.71,96.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"755","106035",90,NA,NA,NA,2.37,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"756","106036",91.59,NA,NA,NA,7.86,83.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"757","106037",91.37,NA,NA,NA,3.22,91.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"758","106038",90.22,NA,NA,NA,4.04,96.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"759","106039",90.54,NA,NA,NA,1.38,95.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"760","106040",91.88,NA,NA,NA,5.62,82.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"761","106041",91.92,NA,NA,NA,2.33,91.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"762","106042",91.19,NA,NA,NA,2.34,96.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"763","106043",92.91,NA,NA,NA,3.27,92.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"764","106044",91.51,NA,NA,NA,6.69,82.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"765","106045",91.3,NA,NA,NA,3.13,89.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"766","106046",91.2,NA,NA,NA,2.53,96.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"767","106047",89.83,NA,NA,NA,10.89,97.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"768","106048",92.2,NA,NA,NA,3.47,97.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"769","106049",92.55,NA,NA,NA,2.69,93.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"770","106050",92.25,NA,NA,NA,5.68,83.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"771","106051",91.46,NA,NA,NA,2.73,89.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"772","106052",91.92,NA,NA,NA,3.2,96.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"773","106053",90.14,NA,NA,NA,9.95,98.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"774","106054",91.88,NA,NA,NA,4.65,97.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"775","106055",92.67,NA,NA,NA,2.1,93.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"776","106056",92.04,NA,NA,NA,4.46,81.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"777","106057",92.21,NA,NA,NA,2.32,89.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"778","106058",91.88,NA,NA,NA,2.42,95.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"779","106059",90.13,NA,NA,NA,9.22,97.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"780","106060",92.49,NA,NA,NA,3.19,97.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"781","106061",92.68,NA,NA,NA,2.89,92.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"782","106062",91.8,NA,NA,NA,7.19,80.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"783","106063",91.76,NA,NA,NA,3.21,87.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"784","106064",91.99,NA,NA,NA,2.52,96.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"785","106065",89.75,NA,NA,NA,10.33,98.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"786","106066",91.37,NA,NA,NA,5.85,96.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"787","106067",92.41,NA,NA,NA,2.22,92.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"788","106068",91.74,NA,NA,NA,5.04,79.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"789","106069",91.57,NA,NA,NA,2.72,88.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"790","106070",91.57,NA,NA,NA,2.73,95.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"791","106071",89.61,NA,NA,NA,8.38,97.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"792","106072",92.03,NA,NA,NA,3.28,96.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"793","100526",87.5,NA,NA,NA,12.44,98.18,2.9,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"794","100527",87.97,NA,NA,NA,12.25,98.13,2.7,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"795","100528",88.43,NA,NA,NA,11.81,98.15,3.6,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"796","100529",86.94,NA,NA,NA,11.25,98.58,3.4,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"797","100530",86.91,NA,NA,NA,12.31,98.85,2.4,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"798","100531",87.32,NA,NA,NA,12.44,98.04,3.1,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"799","100532",87.21,NA,NA,NA,12.69,98.13,2.9,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"800","100533",88.44,NA,NA,NA,13.5,98.23,3.2,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"801","100534",88.44,NA,NA,NA,13.44,98.72,2.6,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"802","100535",87.99,NA,NA,NA,12.44,98.77,2.7,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"803","100536",87.8,NA,NA,NA,13.63,98.83,2.3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"804","100537",87.53,NA,NA,NA,12.69,98.78,1.7,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"805","100538",87.38,NA,NA,NA,11.06,98.55,2.7,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"806","100539",86.94,NA,NA,NA,12.44,98.5,2.3,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"807","100540",87.83,NA,NA,NA,12.88,98.78,1.7,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"808","100541",87.53,NA,NA,NA,12.44,98.84,2,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"809","100542",87.76,NA,NA,NA,11.81,98.61,2.3,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"810","100543",87.09,NA,NA,NA,13.63,98.67,2.4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"811","100544",87.06,NA,NA,NA,13.38,98.74,3.5,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"812","100545",87.3,NA,NA,NA,14.31,99.07,2.4,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"813","100546",87.28,NA,NA,NA,12.31,98.99,1.7,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"814","100547",87.11,NA,NA,NA,10.44,98.92,2.3,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"815","100548",87.23,NA,NA,NA,12.19,98.89,2.7,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"816","100549",87,NA,NA,NA,11.94,99.2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"817","100550",88.27,NA,NA,NA,12.25,98.76,3,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"818","100551",86.89,NA,NA,NA,11.94,99.35,2.1,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"819","100552",86.7,NA,NA,NA,13.63,99.07,2.1,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"820","100553",86.9,NA,NA,NA,13.56,99.31,2,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"821","100554",86.76,NA,NA,NA,12.75,98.94,3.7,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"822","100555",87.7,NA,NA,NA,12.19,99.04,2.6,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"823","100556",88.44,NA,NA,NA,13.31,97.48,3.1,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"824","100557",89.64,NA,NA,NA,11.31,97.82,3.2,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"825","100558",88.26,NA,NA,NA,11.25,97.49,2.8,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"826","100559",87.71,NA,NA,NA,11.69,98.07,2.4,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"827","100560",88.57,NA,NA,NA,11,98.36,3.7,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"828","100561",87.64,NA,NA,NA,11.5,98.11,2.6,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"829","100562",88.49,NA,NA,NA,13.13,98.14,2.4,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"830","100563",87.68,NA,NA,NA,11.44,98.06,2.6,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"831","100564",87.5,NA,NA,NA,11.88,98.14,2.7,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"832","100565",87.55,NA,NA,NA,12,98.12,2.5,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"833","100566",88.88,NA,NA,NA,12.25,98.36,2.2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"834","100567",87.34,NA,NA,NA,11,98.65,2.2,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"835","100568",88.06,NA,NA,NA,12,98.19,2.2,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"836","100569",87.84,NA,NA,NA,11.94,98.09,3.7,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"837","100570",88.1,NA,NA,NA,13,98.54,2.7,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"838","100571",88.01,NA,NA,NA,11.81,98.77,3.2,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"839","100572",87.83,NA,NA,NA,11.5,99.22,2.4,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"840","100573",88.32,NA,NA,NA,12.88,98.65,2.9,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Maize grain"
"841","101402",88.87,NA,NA,NA,6.75,98.24,1.3,0.3,NA,167.8,3.5,1.1,24.3,24.4,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"842","101425",88.79,NA,NA,NA,7.63,98.89,2.2,5,1.7,385.38,3.2,0.9,5.9,5.9,8.52,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"843","101467",90.46,NA,NA,NA,9.25,98.46,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"844","101579",87.6,NA,NA,NA,10.44,98.2,4,1.6,1887.56,307.08,4,1.8,9.82,23.97,33.79,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"845","101810",87.5,NA,NA,NA,10.06,98.65,4.9,0.5,14.51,221.83,4.7,1.4,28.11,14.51,46.97,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"846","101918",88.47,NA,NA,NA,11.19,98.5,5.6,0.3,36.06,222.56,5,1.4,31.88,21.02,31.08,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"847","101958",95.43,NA,NA,NA,8.44,98.66,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"848","101959",95.26,NA,NA,NA,7.19,98.79,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"849","101962",94.72,NA,NA,NA,7.63,98.77,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"850","101963",95.17,NA,NA,NA,8,98.56,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"851","101966",95.29,NA,NA,NA,8.75,98.54,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"852","101967",94.84,NA,NA,NA,7.06,98.42,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"853","101974",94.85,NA,NA,NA,9,98.78,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"854","101975",95.34,NA,NA,NA,8.94,98.48,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"855","101978",96.71,NA,NA,NA,9.56,98.57,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"856","101979",95.21,NA,NA,NA,9.38,98.68,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"857","102151",88.96,NA,NA,NA,8.38,98.23,2.8,NA,NA,175.36,2.8,1.2,13.15,17.43,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"858","102156",88.2,NA,NA,NA,8.25,98.78,2.7,0.4,NA,262.3,3.4,1.2,18.7,5.94,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"859","102172",88.38,NA,NA,NA,9.63,98.48,2.9,0.6,NA,335.82,3.2,1.1,15.39,29.88,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"860","102928",86.51,NA,NA,NA,10.19,99.57,3.5,0.5,20.46,167.96,3.1,0.8,4.85,53.87,7.28,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"861","102954",88.11,NA,NA,NA,10.19,98.81,3.3,0.1,NA,237.36,3.1,1.4,2.53,13.47,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"862","102964",87.65,NA,NA,NA,10.06,98.82,2.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"863","103155",89.7,3.24,NA,0.77,7.63,98.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"864","103341",87.75,3.8,NA,NA,NA,97.84,4.4,0.3,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"865","104382",93.27,NA,NA,NA,9.19,98.29,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"866","104383",92.98,NA,NA,NA,9.44,98.44,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"867","104384",92.76,NA,NA,NA,8.81,98.67,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"868","104385",93.07,NA,NA,NA,10.19,98.31,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"869","104386",91.93,NA,NA,NA,8.06,98.46,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"870","104387",92.29,NA,NA,NA,8.06,98.42,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"871","104388",92.2,NA,NA,NA,7.56,98.49,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"872","104389",92.26,NA,NA,NA,8.06,98.56,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"873","104390",92.67,NA,NA,NA,9.06,98.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"874","104391",92.22,NA,NA,NA,8.81,98.47,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"875","104392",91.88,NA,NA,NA,8.44,98.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"876","104393",92.03,NA,NA,NA,8.5,98.29,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"877","104394",91.87,NA,NA,NA,9.31,98.22,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"878","104395",91.33,NA,NA,NA,9.13,98.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"879","104396",91.55,NA,NA,NA,8.75,98.28,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"880","104397",91.21,NA,NA,NA,9.63,98.89,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"881","104398",92.1,NA,NA,NA,9.88,98.81,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"882","104399",91.93,NA,NA,NA,8.44,98.89,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"883","104400",92.11,NA,NA,NA,8.88,98.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"884","104401",91.1,NA,NA,NA,9,98.43,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
"885","104923",91.06,NA,NA,NA,4.3,92.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Maize grain"
